"Cod10","Title","Price","position","category","macro_category","micro_category","macro_category_id","micro_category_id","color","color_id","product_price","discountedPrice","price_tf","discountedPrice_tf","quantity","coupon","is_in_stock","list","url","img_src","filename"
"16255621JA","Utilitarian safari jacket","2590","270","2298/29755","Ready-to-wear","Jackets ","2298","29755","BLUE - GREEN 1","38991","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16255621ja.html","https://www.chloe.com/product_image/16255621JA/f/w282.jpg","clothing.html"
"16147197NQ","Mock-neck sweater","1295","271","2298/29770","Ready-to-wear","Knitwear","2298","29770","","","1295","1295","1295.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16147197nq.html","https://www.chloe.com/product_image/16147197NQ/f/w282.jpg","clothing.html"
"15350385AJ","Long tunic dress","2590","272","2298/29827","Ready-to-wear","Dresses","2298","29827","DARK PINE","41145","2590","1295","2590.0","1295.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15350385aj.html","https://www.chloe.com/product_image/15350385AJ/f/w282.jpg","clothing.html"
"30005156HO","Bubble-shaped skirt","1275","273","2298/29828","Ready-to-wear","Skirts","2298","29828","White","23388","1275","1275","1275.0","1275.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30005156ho.html","https://www.chloe.com/product_image/30005156HO/f/w282.jpg","clothing.html"
"30280928IH","Flared long skirt","1250","274","2298/29828","Ready-to-wear","Skirts","2298","29828","Midnight","8620","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30280928ih.html","https://www.chloe.com/product_image/30280928IH/f/w282.jpg","clothing.html"
"10441146WW","Boat-neck top for women","1250","275","2298/29768","Ready-to-wear","Top","2298","29768","MULTICOLOR BEIGE 1","21263","1250","1250","1250.0","1250.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441146ww.html","https://www.chloe.com/product_image/10441146WW/f/w282.jpg","clothing.html"
"16255652FL","Ruched puffer jacket","2490","276","2298/29755","Ready-to-wear","Jackets ","2298","29755","Abyss Blue","8612","2490","1245","2490.0","1245.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16255652fl.html","https://www.chloe.com/product_image/16255652FL/f/w282.jpg","clothing.html"
"16283015HX","Tailored jacket","2450","277","2298/29755","Ready-to-wear","Jackets ","2298","29755","MULTICOLOR BLUE 1","21182","2450","1225","2450.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16283015hx.html","https://www.chloe.com/product_image/16283015HX/f/w282.jpg","clothing.html"
"15350373FB","Long shirt dress","2450","278","2298/29827","Ready-to-wear","Dresses","2298","29827","FOGGY BLUE","62289","2450","1225","2450.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15350373fb.html","https://www.chloe.com/product_image/15350373FB/f/w282.jpg","clothing.html"
"15326246IJ","Flared maxi dress","2450","279","2298/29827","Ready-to-wear","Dresses","2298","29827","MULTICOLOR BROWN 1","35116","2450","1225","2450.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326246ij.html","https://www.chloe.com/product_image/15326246IJ/f/w282.jpg","clothing.html"
"15326244CH","Belted midi shirt dress","2450","280","2298/29827","Ready-to-wear","Dresses","2298","29827","MULTICOLOR BLUE 1","21182","2450","1225","2450.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326244ch.html","https://www.chloe.com/product_image/15326244CH/f/w282.jpg","clothing.html"
"14364716EL","V-neck midi dress","2450","281","2298/29827","Ready-to-wear","Dresses","2298","29827","White","23388","2450","1225","2450.0","1225.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod14364716el.html","https://www.chloe.com/product_image/14364716EL/f/w282.jpg","clothing.html"
"15326245CQ","Long flared dress","2390","282","2298/29827","Ready-to-wear","Dresses","2298","29827","Black","23387","2390","1195","2390.0","1195.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326245cq.html","https://www.chloe.com/product_image/15326245CQ/f/w282.jpg","clothing.html"
"16339171KP","Short-sleeve top for women","1190","283","2298/29770","Ready-to-wear","Knitwear","2298","29770","VANILLA ICE","37783","1190","1190","1190.0","1190.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16339171kp.html","https://www.chloe.com/product_image/16339171KP/f/w282.jpg","clothing.html"
"30102309PT","Embroidered mid-length skirt","2350","284","2298/29828","Ready-to-wear","Skirts","2298","29828","Iconic Milk","1244","2350","1175","2350.0","1175.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30102309pt.html","https://www.chloe.com/product_image/30102309PT/f/w282.jpg","clothing.html"
"15350383PS","Midi shirt dress","2290","285","2298/29827","Ready-to-wear","Dresses","2298","29827","Eden White","7355","2290","1145","2290.0","1145.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15350383ps.html","https://www.chloe.com/product_image/15350383PS/f/w282.jpg","clothing.html"
"15326249JP","Polo midi dress","2290","286","2298/29827","Ready-to-wear","Dresses","2298","29827","Iconic Navy","2188","2290","1145","2290.0","1145.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326249jp.html","https://www.chloe.com/product_image/15326249JP/f/w282.jpg","clothing.html"
"15326248TK","Polo midi dress","2290","287","2298/29827","Ready-to-wear","Dresses","2298","29827","Iconic Milk","1244","2290","1145","2290.0","1145.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326248tk.html","https://www.chloe.com/product_image/15326248TK/f/w282.jpg","clothing.html"
"30167461TQ","Flared long skirt","2250","288","2298/29828","Ready-to-wear","Skirts","2298","29828","DARK PINE","41145","2250","1125","2250.0","1125.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30167461tq.html","https://www.chloe.com/product_image/30167461TQ/f/w282.jpg","clothing.html"
"15326256WT","Midi shirt dress","2250","289","2298/29827","Ready-to-wear","Dresses","2298","29827","Obscure Purple","4799","2250","1125","2250.0","1125.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15326256wt.html","https://www.chloe.com/product_image/15326256WT/f/w282.jpg","clothing.html"
"30102310JM","A-line mid-length skirt","2190","290","2298/29828","Ready-to-wear","Skirts","2298","29828","MULTICOLOR 2","61221","2190","1095","2190.0","1095.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30102310jm.html","https://www.chloe.com/product_image/30102310JM/f/w282.jpg","clothing.html"
"16255637WC","Generous high-neck sweater","2190","291","2298/29770","Ready-to-wear","Knitwear","2298","29770","PINK FIZZ","62291","2190","1095","2190.0","1095.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255637wc.html","https://www.chloe.com/product_image/16255637WC/f/w282.jpg","clothing.html"
"16255636EX","Generous high-neck sweater","2190","292","2298/29770","Ready-to-wear","Knitwear","2298","29770","Obscure Purple","4799","2190","1095","2190.0","1095.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255636ex.html","https://www.chloe.com/product_image/16255636EX/f/w282.jpg","clothing.html"
"10441132FL","Off-the-shoulder women's blouse","1090","293","2298/29768","Ready-to-wear","Top","2298","29768","Midnight","8620","1090","1090","1090.0","1090.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441132fl.html","https://www.chloe.com/product_image/10441132FL/f/w282.jpg","clothing.html"
"30280934GQ","Boxer shorts for women","1050","294","2298/29817","Ready-to-wear","Shorts","2298","29817","Blue - White 1","14723","1050","1050","1050.0","1050.0","1","","True","searchresult","https://www.chloe.com/us/shorts_cod30280934gq.html","https://www.chloe.com/product_image/30280934GQ/f/w282.jpg","clothing.html"
"30280933WR","Boxer shorts for women","1050","295","2298/29817","Ready-to-wear","Shorts","2298","29817","MULTICOLOR BEIGE 1","21263","1050","1050","1050.0","1050.0","1","","True","searchresult","https://www.chloe.com/us/shorts_cod30280933wr.html","https://www.chloe.com/product_image/30280933WR/f/w282.jpg","clothing.html"
"10441143EK","Crew-neck tunic top for women","1050","296","2298/29768","Ready-to-wear","Top","2298","29768","White","23388","1050","1050","1050.0","1050.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441143ek.html","https://www.chloe.com/product_image/10441143EK/f/w282.jpg","clothing.html"
"16255653OB","Tailored jacket","1990","297","2298/29755","Ready-to-wear","Jackets ","2298","29755","Pearl Beige","32277","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/jackets_cod16255653ob.html","https://www.chloe.com/product_image/16255653OB/f/w282.jpg","clothing.html"
"10212845VH","Fitted sweater","1990","298","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","1990","995","1990.0","995.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10212845vh.html","https://www.chloe.com/product_image/10212845VH/f/w282.jpg","clothing.html"
"14364753UH","Sleeveless midi dress","1950","299","2298/29827","Ready-to-wear","Dresses","2298","29827","Iconic Milk","1244","1950","975","1950.0","975.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod14364753uh.html","https://www.chloe.com/product_image/14364753UH/f/w282.jpg","clothing.html"
"54183940MM","Flare jeans","950","300","2298/29772","Ready-to-wear","Pants ","2298","29772","","","950","950","950.0","950.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54183940mm.html","https://www.chloe.com/product_image/54183940MM/f/w282.jpg","clothing.html"
"10290120RU","Open-neck tunic","1900","301","2298/29768","Ready-to-wear","Top","2298","29768","Seedpearl Beige","4805","1900","950","1900.0","950.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10290120ru.html","https://www.chloe.com/product_image/10290120RU/f/w282.jpg","clothing.html"
"10290118UQ","Classic slim blouse","1900","302","2298/29768","Ready-to-wear","Top","2298","29768","Multicolor 1","1245","1900","950","1900.0","950.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10290118uq.html","https://www.chloe.com/product_image/10290118UQ/f/w282.jpg","clothing.html"
"16255648AB","Fitted sweater","1890","303","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","1890","945","1890.0","945.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255648ab.html","https://www.chloe.com/product_image/16255648AB/f/w282.jpg","clothing.html"
"16255631AB","Fitted cardigan","1890","304","2298/29770","Ready-to-wear","Knitwear","2298","29770","LOVELY WHITE","42625","1890","945","1890.0","945.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255631ab.html","https://www.chloe.com/product_image/16255631AB/f/w282.jpg","clothing.html"
"15350377LW","Ankle-length sleeveless dress","1850","305","2298/29827","Ready-to-wear","Dresses","2298","29827","Eden White","7355","1850","925","1850.0","925.0","1","","True","searchresult","https://www.chloe.com/us/dresses_cod15350377lw.html","https://www.chloe.com/product_image/15350377LW/f/w282.jpg","clothing.html"
"54183941MS","Flare jeans","895","306","2298/29772","Ready-to-wear","Pants ","2298","29772","","","895","895","895.0","895.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54183941ms.html","https://www.chloe.com/product_image/54183941MS/f/w282.jpg","clothing.html"
"30102305HN","Flared maxi skirt","1790","307","2298/29828","Ready-to-wear","Skirts","2298","29828","BLUE - GREEN 1","38991","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30102305hn.html","https://www.chloe.com/product_image/30102305HN/f/w282.jpg","clothing.html"
"16255647SI","Generous high-neck sweater","1790","308","2298/29770","Ready-to-wear","Knitwear","2298","29770","Iconic Milk","1244","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255647si.html","https://www.chloe.com/product_image/16255647SI/f/w282.jpg","clothing.html"
"12870339OB","Classic tank top","895","309","2298/29768","Ready-to-wear","Top","2298","29768","","","895","895","895.0","895.0","1","","True","searchresult","https://www.chloe.com/us/top_cod12870339ob.html","https://www.chloe.com/product_image/12870339OB/f/w282.jpg","clothing.html"
"10290123SB","Fitted mock-neck sweater","1790","310","2298/29768","Ready-to-wear","Top","2298","29768","Black","23387","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10290123sb.html","https://www.chloe.com/product_image/10290123SB/f/w282.jpg","clothing.html"
"10212833ND","Balloon-sleeve top","1790","311","2298/29768","Ready-to-wear","Top","2298","29768","Iconic Milk","1244","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10212833nd.html","https://www.chloe.com/product_image/10212833ND/f/w282.jpg","clothing.html"
"10212831CD","Printed blouse","1790","312","2298/29768","Ready-to-wear","Top","2298","29768","MULTICOLOR 2","61221","1790","895","1790.0","895.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10212831cd.html","https://www.chloe.com/product_image/10212831CD/f/w282.jpg","clothing.html"
"30280929PI","Mini shorts","890","313","2298/29817","Ready-to-wear","Shorts","2298","29817","Midnight","8620","890","890","890.0","890.0","1","","True","searchresult","https://www.chloe.com/us/shorts_cod30280929pi.html","https://www.chloe.com/product_image/30280929PI/f/w282.jpg","clothing.html"
"10441145CM","Halterneck top for women","890","314","2298/29768","Ready-to-wear","Top","2298","29768","Blue - White 1","14723","890","890","890.0","890.0","1","","True","searchresult","https://www.chloe.com/us/top_cod10441145cm.html","https://www.chloe.com/product_image/10441145CM/f/w282.jpg","clothing.html"
"16283027EJ","Generous crew-neck sweater","1750","315","2298/29770","Ready-to-wear","Knitwear","2298","29770","PINK FIZZ","62291","1750","875","1750.0","875.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16283027ej.html","https://www.chloe.com/product_image/16283027EJ/f/w282.jpg","clothing.html"
"16255645XQ","Fitted high-neck sweater","1750","316","2298/29770","Ready-to-wear","Knitwear","2298","29770","MULTICOLOR BROWN 1","35116","1750","875","1750.0","875.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255645xq.html","https://www.chloe.com/product_image/16255645XQ/f/w282.jpg","clothing.html"
"16255642KO","Trumpet-sleeve sweater","1750","317","2298/29770","Ready-to-wear","Knitwear","2298","29770","DESERTIC BROWN","42508","1750","875","1750.0","875.0","1","","True","searchresult","https://www.chloe.com/us/knitwear_cod16255642ko.html","https://www.chloe.com/product_image/16255642KO/f/w282.jpg","clothing.html"
"54178904CW","Cropped pants","850","318","2298/29772","Ready-to-wear","Pants ","2298","29772","Black","23387","850","850","850.0","850.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54178904cw.html","https://www.chloe.com/product_image/54178904CW/f/w282.jpg","clothing.html"
"54199969GE","High-waisted tailored pants","1690","319","2298/29772","Ready-to-wear","Pants ","2298","29772","COCONUT MILK","38972","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/pants_cod54199969ge.html","https://www.chloe.com/product_image/54199969GE/f/w282.jpg","clothing.html"
"30102313PG","Flared mid-length skirt","1690","320","2298/29828","Ready-to-wear","Skirts","2298","29828","DESERTIC BROWN","42508","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30102313pg.html","https://www.chloe.com/product_image/30102313PG/f/w282.jpg","clothing.html"
"30102308RE","Tiered maxi skirt","1690","321","2298/29828","Ready-to-wear","Skirts","2298","29828","White","23388","1690","845","1690.0","845.0","1","","True","searchresult","https://www.chloe.com/us/skirts_cod30102308re.html","https://www.chloe.com/product_image/30102308RE/f/w282.jpg","clothing.html"
